KIDEN	Numéro de la plaque	Type de rayonnement	Dose de rayonnement	Filtre de protection	Poids	Couleur	Ternissement	Craquelure	Epaississement	Rides	Total du score aspect	Sèchage	Taux de Chromo-A	Réplique à T4	Taux de Chromo-B	Taux de Chromo-C	Surface rigidité	Surface concavité	Surface diamétralité	Score surface total	Elasticité interne	Cohérence interne	Coloration interne	Gonflement interne	Score total interne	Total Surface+Interne	Périodes	Type de rayonnement	Type de rayonnement * dose	Groupes	Filtre * Dose	Type de rayonnement * Périodes	Dose de rayonnement * Périodes	Filtre de protection * Périodes	Type de rayonnement * dose * Périodes	Groupes * Périodes
 628	165.00	Rayon W80	Dose 2	Filtre A	29.00	2.00	3.00	3.00	2.00	3.00	13.00	6.90	1.14		0.03	0.27	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T3	D2 * T3	fA * T3	W2 * T3	W2A * T3
 629	173.00	Rayon W80	Dose 2	Filtre A	30.00	2.00	7.00	4.00	3.00	2.00	18.00	9.50	1.26		0.03	0.27	1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T3	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T3	D2 * T3	fA * T3	W2 * T3	W2A * T3
 630	200.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 631	201.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 632	202.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 633	203.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 634	204.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 635	205.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 636	206.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 637	207.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 638	208.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 639	209.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 640	210.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 641	211.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 642	212.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 643	213.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 644	214.00	Témoin fin	Témoin	Témoin																							Temps T3	Autres	Non concerné	Non concerné	Non concerné	Téfin * T3	Tém * T3	Tém * T3	Non  * T3	Non  * T3
 645	3.00	Témoin	Témoin	Témoin	27.50	1.00	1.00	1.00	2.00	1.00	6.00	9.30	0.90	1.00	0.06	0.38	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 646	4.00	Témoin	Témoin	Témoin	34.00	4.00	1.00	1.00	4.00	2.00	12.00	9.00	1.72	2.00	0.03	0.25	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 647	8.00	Témoin	Témoin	Témoin	34.40	4.00	1.00	1.00	5.00	2.00	13.00	6.90	1.36	2.00	0.02	0.17	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 648	33.00	Témoin	Témoin	Témoin	30.40	4.00	1.00	1.00	4.00	2.00	12.00	5.20	0.85	2.00	0.04	0.22	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 649	38.00	Témoin	Témoin	Témoin	32.50	4.00	1.00	1.00	4.00	2.00	12.00	5.60	0.96	1.00	0.04	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 650	44.00	Témoin	Témoin	Témoin																							Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 651	49.00	Témoin	Témoin	Témoin	29.90	4.00	1.00	1.00	4.00	1.00	11.00	5.20	0.94	1.00	0.06	0.35	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 652	54.00	Témoin	Témoin	Témoin																							Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 653	57.00	Témoin	Témoin	Témoin	33.20	3.00	1.00	1.00	3.00	2.00	10.00	4.00	1.04	1.00	0.04	0.18	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 654	61.00	Témoin	Témoin	Témoin	31.90	4.00	1.00	1.00	4.00	2.00	12.00	5.40	1.06	1.00	0.03	0.23	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 655	63.00	Témoin	Témoin	Témoin	28.70	1.00	1.00	1.00	2.00	1.00	6.00	5.60	0.72	1.00	0.04	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 656	65.00	Témoin	Témoin	Témoin	31.70	3.00	1.00	1.00	3.00	1.00	9.00	5.40	0.75	1.00	0.06	0.38	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Témoin	Témoin	Témoin	Non concerné	Tém * T4	Tém * T4	Tém * T4	Tém * T4	Tém * T4
 657	19.00	Rayon V100	Dose 1/2	Non protégé	30.90	3.00	4.00	2.00	3.00	2.00	14.00	9.00	1.31	2.00	0.02	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 658	23.00	Rayon V100	Dose 1/2	Non protégé	32.00	3.00	3.00	3.00	3.00	2.00	14.00	7.70	1.10	3.00	0.02	0.22	1.00	2.00	1.00	4.00	1.00	1.00	1.00	2.00	5.00	9.00	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 659	26.00	Rayon V100	Dose 1/2	Non protégé	31.20	4.00	3.00	1.00	4.00	2.00	14.00	7.40	1.46	4.00	0.02	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 660	30.00	Rayon V100	Dose 1/2	Non protégé	33.20	3.00	4.00	1.00	4.00	2.00	14.00	8.20	1.38	3.00	0.03	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 661	39.00	Rayon V100	Dose 1/2	Non protégé	32.20	3.00	4.00	2.00	4.00	2.00	19.00	7.60	1.17	3.00	0.03	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.50	5.50	8.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 662	52.00	Rayon V100	Dose 1/2	Non protégé	30.10	2.00	4.00	2.00	2.00	1.00	15.00	4.20	1.04	2.00	0.02	0.33	1.00	1.00	1.00	3.00	1.00	1.00	2.00	1.50	5.50	8.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 663	32.00	Rayon V250	Dose 1/2	Non protégé	29.50	4.00	6.00	2.00	5.00	2.00	13.00	10.20	1.72	4.00	0.01	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 664	41.00	Rayon V250	Dose 1/2	Non protégé	32.10	4.00	1.00	1.00	5.00	2.00	14.00	6.50	1.58	2.00	0.01	0.20	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 665	51.00	Rayon V250	Dose 1/2	Non protégé	35.30	4.00	3.00	1.00	4.00	2.00	11.00	6.30	1.48	3.00	0.01	0.17	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 666	59.00	Rayon V250	Dose 1/2	Non protégé	27.50	2.00	2.00	2.00	2.00	1.00	10.00	4.70	0.91	2.00	0.01	0.14	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 667	60.00	Rayon V250	Dose 1/2	Non protégé	30.90	3.00	2.00	1.00	4.00	2.00	12.00	5.50	1.04	3.00	0.01	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 668	68.00	Rayon V250	Dose 1/2	Non protégé	28.90	2.00	1.00	2.00	3.00	1.00	9.00	2.70	0.68		0.02	0.20	1.00	1.00	1.00	3.00	1.00	1.00	2.00	1.50	5.50	8.50	Temps T4	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T4	D1/2 * T4	Non  * T4	V1/2 * T4	V1/2np * T4
 669	10.00	Rayon V100	Dose 1/2	Filtre A																							Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 670	17.00	Rayon V100	Dose 1/2	Filtre A	26.70	2.00	1.00	2.00	2.00	1.00	8.00	5.60	0.86	3.00	0.01	0.11	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 671	18.00	Rayon V100	Dose 1/2	Filtre A	31.00	4.00	1.00	1.00	4.00	2.00	12.00	5.00	1.26	2.00	0.03	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 672	22.00	Rayon V100	Dose 1/2	Filtre A																							Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 673	37.00	Rayon V100	Dose 1/2	Filtre A	31.00	3.00	1.00	2.00	4.00	2.00	12.00	6.70	0.92	4.00	0.04	0.36	1.00	1.00	1.00	3.00	3.00	1.00	1.00	2.00	7.00	10.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 674	66.00	Rayon V100	Dose 1/2	Filtre A	32.70	4.00	3.00	1.00	4.00	2.00	14.00	5.80	1.07	3.00	0.03	0.27	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 675	7.00	Rayon V250	Dose 1/2	Filtre A																							Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 676	11.00	Rayon V250	Dose 1/2	Filtre A																							Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 677	28.00	Rayon V250	Dose 1/2	Filtre A	26.40	2.00	2.00	3.00	3.00	1.00	11.00	8.20	1.00	3.00	0.03	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 678	55.00	Rayon V250	Dose 1/2	Filtre A	27.00	2.00	1.00	3.00	2.00	2.00	10.00	4.50	0.97	3.00	0.04	0.36	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 679	71.00	Rayon V250	Dose 1/2	Filtre A	31.40	2.00	1.00	1.00	2.00	1.00	7.00	7.50	0.83	3.00	0.03	0.27	1.00	1.00	1.00	3.00	2.00	1.00	1.00	2.00	6.00	9.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 680	72.00	Rayon V250	Dose 1/2	Filtre A																							Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T4	D1/2 * T4	fA * T4	V1/2 * T4	V1/2A * T4
 681	16.00	Rayon V100	Dose 1/2	Filtre B	29.70	4.00	2.00	2.00	4.00	2.00	14.00	5.90	1.21	3.00	0.01	0.14	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 682	21.00	Rayon V100	Dose 1/2	Filtre B	32.10	4.00	3.00	1.00	4.00	2.00	14.00	5.60	1.42	3.00	0.03	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 683	31.00	Rayon V100	Dose 1/2	Filtre B	30.70	4.00	6.00	4.00	4.00	2.00	20.00	8.30	1.32	5.00	0.02	0.22	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 684	36.00	Rayon V100	Dose 1/2	Filtre B	28.10	3.00	6.00	3.00	3.00	2.00	17.00	14.60	1.41	5.00	0.01	0.14	1.00	2.00	1.00	4.00	1.00	1.00	1.00	2.00	5.00	9.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 685	42.00	Rayon V100	Dose 1/2	Filtre B	32.80	3.00	6.00	4.00	4.00	2.00	19.00	6.00	1.02	4.00	0.03	0.38	1.00	3.00	1.00	5.00	1.00	1.00	1.00	2.50	5.50	10.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 686	43.00	Rayon V100	Dose 1/2	Filtre B	30.80	2.00	6.00	5.00	2.00	2.00	17.00	17.60	1.17	6.00	0.02	0.40	2.00	4.00	1.00	7.00	1.00	1.00	1.00	2.00	5.00	12.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 687	6.00	Rayon V250	Dose 1/2	Filtre B	25.30	3.00	4.00	3.00	3.00	3.00	16.00	6.70	0.99	5.00	0.01	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 688	9.00	Rayon V250	Dose 1/2	Filtre B	31.10	3.00	5.00	4.00	4.00	2.00	18.00	17.80	1.29	5.00	0.02	0.29	1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 689	15.00	Rayon V250	Dose 1/2	Filtre B	32.20	3.00	5.00	3.00	4.00	2.00	17.00	5.00	1.14	4.00	0.02	0.25	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 690	27.00	Rayon V250	Dose 1/2	Filtre B	29.00	3.00	5.00	3.00	4.00	2.00	17.00	6.50	1.16	4.00	0.01	0.17	1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 691	56.00	Rayon V250	Dose 1/2	Filtre B	32.50	4.00	6.00	4.00	4.00	2.00	20.00	9.30	1.12		0.02	0.29	1.00	2.00	1.00	4.00	1.00	1.00	1.00	2.50	5.50	9.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 692	69.00	Rayon V250	Dose 1/2	Filtre B	33.60	4.00	4.00	3.00	5.00	3.00	19.00	8.50	1.36	5.00	0.02	0.22	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T4	D1/2 * T4	fB * T4	V1/2 * T4	V1/2B * T4
 693	5.00	Rayon V100	Dose 1/2	Filtre C	30.70	3.00	2.00	1.00	4.00	2.00	12.00	7.40	1.42	4.00	0.04	0.36	1.00	2.00	1.00	4.00	1.00	1.00	1.00	2.00	5.00	9.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 694	20.00	Rayon V100	Dose 1/2	Filtre C	27.40	3.00	1.00	2.00	4.00	2.00	12.00	7.30	1.00	3.00	0.03	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 695	45.00	Rayon V100	Dose 1/2	Filtre C	28.30	3.00	1.00	3.00	3.00	1.00	11.00	7.30	1.36	3.00	0.01	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 696	50.00	Rayon V100	Dose 1/2	Filtre C	29.40	4.00	2.00	1.00	4.00	2.00	13.00	4.80	1.02	3.00	0.02	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 697	53.00	Rayon V100	Dose 1/2	Filtre C	30.80	3.00	1.00	1.00	3.00	2.00	10.00	5.10	0.96	3.00	0.02	0.18	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 698	58.00	Rayon V100	Dose 1/2	Filtre C	28.20	4.00	1.00	2.00	4.00	2.00	13.00	6.60	1.11	2.00	0.04	0.40	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 699	13.00	Rayon V250	Dose 1/2	Filtre C	30.70	3.00	2.00	1.00	4.00	2.00	12.00	8.10	1.24	4.00	0.02	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 700	24.00	Rayon V250	Dose 1/2	Filtre C	29.40	4.00	2.00	2.00	4.00	2.00	14.00	9.70	1.40	4.00	0.01	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 701	25.00	Rayon V250	Dose 1/2	Filtre C	32.40	2.00	4.00	4.00	3.00	3.00	16.00	15.70	1.16	5.00	0.02	0.25	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 702	34.00	Rayon V250	Dose 1/2	Filtre C	28.90	4.00	1.00	1.00	5.00	2.00	13.00	10.20	1.19	4.00	0.01	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 703	67.00	Rayon V250	Dose 1/2	Filtre C	29.80	3.00	1.00	1.00	3.00	2.00	10.00	6.90	0.98	3.00	0.02	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 704	70.00	Rayon V250	Dose 1/2	Filtre C																							Temps T4	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T4	D1/2 * T4	fC * T4	V1/2 * T4	V1/2C * T4
 705	1.00	Rayon V100	Dose 2	Filtre A																							Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 706	2.00	Rayon V100	Dose 2	Filtre A	34.40	3.00	3.00	2.00	3.00	2.00	13.00	6.70	1.22	2.00	0.02	0.33	3.00	1.00	1.00	5.00	1.00	1.00	1.00	2.00	5.00	10.00	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 707	12.00	Rayon V100	Dose 2	Filtre A	29.30	3.00	4.00	2.00	4.00	2.00	15.00	14.30	1.42	3.00	0.01	0.17	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 708	14.00	Rayon V100	Dose 2	Filtre A	27.40	3.00	4.00	2.00	3.00	2.00	14.00	7.70	0.98	4.00	0.02	0.29	1.00	1.00	1.00	3.00	2.00	1.00	1.00	2.00	6.00	9.00	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
